Sitio,Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"UMP 239","","Piazzini Suárez, 2009",6.763333,-76.223333,0,0,0,0,0,0,
"UMP 240","","Piazzini Suárez, 2009",6.775278,-76.2125,0,0,0,0,0,0,
"UMP 242","","Piazzini Suárez, 2009",6.774444,-76.212222,0,0,0,0,0,0,
"UMP 243","","Piazzini Suárez, 2009",6.762222,-76.2225,0,0,0,0,0,0,
"UMP 244","","Piazzini Suárez, 2009",6.771111,-76.213056,0,0,0,0,0,0,
"UMP 245","","Piazzini Suárez, 2009",6.761389,-76.222778,0,0,0,0,0,0,
"UMP 246","","Piazzini Suárez, 2009",6.770833,-76.212778,0,0,0,0,0,0,
"UMP 247","","Piazzini Suárez, 2009",6.761944,-76.223056,0,0,0,0,0,0,
"UMP 248","","Piazzini Suárez, 2009",6.778056,-76.212222,0,0,0,0,0,0,
"UMP 249","","Piazzini Suárez, 2009",6.763056,-76.221944,0,0,0,0,0,0,
"UMP 250","","Piazzini Suárez, 2009",6.779722,-76.211111,0,0,0,0,0,0,
"UMP 251","","Piazzini Suárez, 2009",6.762222,-76.224167,0,0,0,0,0,0,
"UMP 252","","Piazzini Suárez, 2009",6.781667,-76.211389,0,0,0,0,0,0,
"UMP 253","","Piazzini Suárez, 2009",6.761944,-76.224167,0,0,0,0,0,0,
"UMP 254","","Piazzini Suárez, 2009",6.783056,-76.211111,0,0,0,0,0,0,
"UMP 255","","Piazzini Suárez, 2009",6.760556,-76.225556,0,0,0,0,0,0,
"UMP 256","","Piazzini Suárez, 2009",6.784444,-76.212778,0,0,0,0,0,0,
"UMP 257","","Piazzini Suárez, 2009",6.760556,-76.222778,0,0,0,0,0,0,
"UMP 258","","Piazzini Suárez, 2009",6.777778,-76.209167,0,0,0,0,0,0,
"UMP 259","","Piazzini Suárez, 2009",6.760556,-76.221944,0,0,0,0,0,0,
"UMP 260","","Piazzini Suárez, 2009",6.778333,-76.208611,0,0,0,0,0,0,
"UMP 261","","Piazzini Suárez, 2009",6.762778,-76.219722,0,0,0,0,0,0,
"UMP 262","","Piazzini Suárez, 2009",6.757222,-76.219167,0,0,0,0,0,0,
"UMP 263","","Piazzini Suárez, 2009",6.763056,-76.220833,0,0,0,0,0,0,
"UMP 264","","Piazzini Suárez, 2009",6.766389,-76.224722,0,0,0,0,0,0,
"UMP 265","","Piazzini Suárez, 2009",6.768611,-76.223889,0,0,0,0,0,0,
"UMP 266","","Piazzini Suárez, 2009",6.787222,-76.213056,0,0,0,0,0,0,
"UMP 267","","Piazzini Suárez, 2009",6.768056,-76.219722,0,0,0,0,0,0,
"UMP 268","","Piazzini Suárez, 2009",6.799167,-76.231667,0,0,0,0,0,0,
"UMP 269","","Piazzini Suárez, 2009",6.773611,-76.2175,0,0,0,0,0,0,
"UMP 270","","Piazzini Suárez, 2009",6.794167,-76.215,0,0,0,0,0,0,
"UMP 271","","Piazzini Suárez, 2009",6.774722,-76.220556,0,0,0,0,0,0,
"UMP 272","","Piazzini Suárez, 2009",6.7925,-76.215278,0,0,0,0,0,0,
"UMP 273","","Piazzini Suárez, 2009",6.774444,-76.216667,0,0,0,0,0,0,
"UMP 274","","Piazzini Suárez, 2009",6.7725,-76.223889,0,0,0,0,0,0,
"UMP 275","","Piazzini Suárez, 2009",6.775,-76.216111,0,0,0,0,0,0,
"UMP 276","","Piazzini Suárez, 2009",6.771389,-76.223889,0,0,0,0,0,0,
"UMP 277","","Piazzini Suárez, 2009",6.781111,-76.215556,0,0,0,0,0,0,
"UMP 278","","Piazzini Suárez, 2009",6.788889,-76.221667,0,0,0,0,0,0,
"UMP 279","","Piazzini Suárez, 2009",6.786389,-76.215833,0,0,0,0,0,0,
"UMP 280","","Piazzini Suárez, 2009",6.791944,-76.221667,0,0,0,0,0,0,
"UMP 281","","Piazzini Suárez, 2009",6.787222,-76.233056,0,0,0,0,0,0,
"UMP 282","","Piazzini Suárez, 2009",6.792778,-76.221389,0,0,0,0,0,0,
"UMP 283","","Piazzini Suárez, 2009",6.787222,-76.2175,0,0,0,0,0,0,
"UMP 284","","Piazzini Suárez, 2009",6.770278,-76.199167,0,0,0,0,0,0,
"UMP 285","","Piazzini Suárez, 2009",6.784722,-76.221111,0,0,0,0,0,0,
"UMP 286","","Piazzini Suárez, 2009",6.455833,-76.217222,0,0,0,0,0,0,
"UMP 287","","Piazzini Suárez, 2009",6.781944,-76.205556,0,0,0,0,0,0,
"UMP 288","","Piazzini Suárez, 2009",6.789444,-76.216944,0,0,0,0,0,0,
"UMP 289","","Piazzini Suárez, 2009",6.783611,-76.205556,0,0,0,0,0,0,
"UMP 290","","Piazzini Suárez, 2009",6.790556,-76.218056,0,0,0,0,0,0,
"UMP 291","","Piazzini Suárez, 2009",6.784167,-76.205278,0,0,0,0,0,0,
"UMP 292","","Piazzini Suárez, 2009",6.789167,-76.220556,0,0,0,0,0,0,
"UMP 293","","Piazzini Suárez, 2009",6.783889,-76.201111,0,0,0,0,0,0,
"UMP 294","","Piazzini Suárez, 2009",6.798333,-76.220833,0,0,0,0,0,0,
"UMP 295","","Piazzini Suárez, 2009",6.783333,-76.201667,0,0,0,0,0,0,
"UMP 296","","Piazzini Suárez, 2009",6.796111,-76.21,0,0,0,0,0,0,
"UMP 297","","Piazzini Suárez, 2009",6.783611,-76.203333,0,0,0,0,0,0,
"UMP 298","","Piazzini Suárez, 2009",6.796667,-76.21,0,0,0,0,0,0,
"UMP 299","","Piazzini Suárez, 2009",6.783333,-76.203611,0,0,0,0,0,0,
"UMP 300","","Piazzini Suárez, 2009",6.7975,-76.208611,0,0,0,0,0,0,
"UMP 301","","Piazzini Suárez, 2009",6.783611,-76.203611,0,0,0,0,0,0,
"UMP 302","","Piazzini Suárez, 2009",6.8,-76.208333,0,0,0,0,0,0,
"UMP 304","","Piazzini Suárez, 2009",6.803333,-76.207222,0,0,0,0,0,0,
"UMP 305","","Piazzini Suárez, 2009",6.785833,-76.204722,0,0,0,0,0,0,
"UMP 306","","Piazzini Suárez, 2009",6.804722,-76.206944,0,0,0,0,0,0,
"UMP 307","","Piazzini Suárez, 2009",6.785278,-76.203333,0,0,0,0,0,0,
"UMP 308","","Piazzini Suárez, 2009",6.804722,-76.207778,0,0,0,0,0,0,
"UMP 309","","Piazzini Suárez, 2009",6.786389,-76.201944,0,0,0,0,0,0,
"UMP 310","","Piazzini Suárez, 2009",6.805,-76.208333,0,0,0,0,0,0,
"UMP 311","","Piazzini Suárez, 2009",6.785556,-76.17,0,0,0,0,0,0,
"UMP 312","","Piazzini Suárez, 2009",6.804722,-76.21,0,0,0,0,0,0,
"UMP 313","","Piazzini Suárez, 2009",6.7875,-76.205,0,0,0,0,0,0,
"UMP 314","","Piazzini Suárez, 2009",6.806111,-76.209167,0,0,0,0,0,0,
"UMP 315","","Piazzini Suárez, 2009",6.786389,-76.205,0,0,0,0,0,0,
"UMP 317","","Piazzini Suárez, 2009",6.786944,-76.203333,0,0,0,0,0,0,
"UMP 318","","Piazzini Suárez, 2009",6.784167,-76.208056,0,0,0,0,0,0,
"UMP 319","","Piazzini Suárez, 2009",6.788611,-76.205556,0,0,0,0,0,0,
"UMP 320","","Piazzini Suárez, 2009",6.785556,-76.208611,0,0,0,0,0,0,
"UMP 321","","Piazzini Suárez, 2009",6.806667,-76.212778,0,0,0,0,0,0,
"UMP 322","","Piazzini Suárez, 2009",6.786944,-76.208889,0,0,0,0,0,0,
"UMP 323","","Piazzini Suárez, 2009",6.813333,-76.210556,0,0,0,0,0,0,
"UMP 324","","Piazzini Suárez, 2009",6.791389,-76.209722,0,0,0,0,0,0,
"UMP 325","","Piazzini Suárez, 2009",6.813333,-76.212222,0,0,0,0,0,0,
"UMP 326","","Piazzini Suárez, 2009",6.784444,-76.206389,0,0,0,0,0,0,
"UMP 327","","Piazzini Suárez, 2009",6.813611,-76.216389,0,0,0,0,0,0,
"UMP 328","","Piazzini Suárez, 2009",6.785,-76.206667,0,0,0,0,0,0,
"UMP 329","","Piazzini Suárez, 2009",6.808889,-76.221389,0,0,0,0,0,0,
"UMP 330","","Piazzini Suárez, 2009",6.786389,-76.206667,0,0,0,0,0,0,
"UMP 331","","Piazzini Suárez, 2009",6.807222,-76.220556,0,0,0,0,0,0,
"UMP 332","","Piazzini Suárez, 2009",6.788333,-76.207222,0,0,0,0,0,0,
"UMP 333","","Piazzini Suárez, 2009",6.79,-76.207222,0,0,0,0,0,0,
"UMP 334","","Piazzini Suárez, 2009",6.793333,-76.210833,0,0,0,0,0,0,
"UMP 335","","Piazzini Suárez, 2009",6.757222,-76.2075,0,0,0,0,0,0,
"UMP 336","","Piazzini Suárez, 2009",6.785278,-76.212778,0,0,0,0,0,0,
"UMP 337","","Piazzini Suárez, 2009",6.790833,-76.207778,0,0,0,0,0,0,
"UMP 338","","Piazzini Suárez, 2009",6.795278,-76.208333,0,0,0,0,0,0,
"UMP 339","","Piazzini Suárez, 2009",6.790278,-76.205278,0,0,0,0,0,0,
"UIA 36","Macizo Antioqueño","Obregón, Cardona, & Gómez, 2004",6.245556,-75.4875,0,0,0,0,0,0,
"UMP 340","","Piazzini Suárez, 2009",6.794722,-76.208611,0,0,0,0,0,0,
"UMP 341","","Piazzini Suárez, 2009",6.791389,-76.211667,0,0,0,0,0,0,
"UMP 342","","Piazzini Suárez, 2009",6.790278,-76.205833,0,0,0,0,0,0,
"UMP 343","","Piazzini Suárez, 2009",6.790833,-76.211667,0,0,0,0,0,0,
"UMP 344","","Piazzini Suárez, 2009",6.791389,-76.204444,0,0,0,0,0,0,
"UMP 345","","Piazzini Suárez, 2009",6.815833,-76.200556,0,0,0,0,0,0,
"UMP 346","","Piazzini Suárez, 2009",6.793056,-76.208056,0,0,0,0,0,0,
"UMP 347","","Piazzini Suárez, 2009",6.818611,-76.195,0,0,0,0,0,0,
"UMP 348","","Piazzini Suárez, 2009",6.7925,-76.209167,0,0,0,0,0,0,
"UMP 349","","Piazzini Suárez, 2009",6.819444,-76.196389,0,0,0,0,0,0,
"UMP 350","","Piazzini Suárez, 2009",6.795,-76.208056,0,0,0,0,0,0,
"UMP 351","","Piazzini Suárez, 2009",6.8175,-76.195278,0,0,0,0,0,0,
"UMP 352","","Piazzini Suárez, 2009",6.793611,-76.207222,0,0,0,0,0,0,
"UMP 353","","Piazzini Suárez, 2009",6.821667,-76.195556,0,0,0,0,0,0,
"UMP 354","","Piazzini Suárez, 2009",6.793611,-76.206944,0,0,0,0,0,0,
"UMP 355","","Piazzini Suárez, 2009",6.823056,-76.2,0,0,0,0,0,0,
"UMP 356","","Piazzini Suárez, 2009",6.795278,-76.203889,0,0,0,0,0,0,
"UMP 357","","Piazzini Suárez, 2009",6.822778,-76.195556,0,0,0,0,0,0,
"UMP 359","","Piazzini Suárez, 2009",6.823333,-76.195556,0,0,0,0,0,0,
"UMP 360","","Piazzini Suárez, 2009",6.795,-76.214444,0,0,0,0,0,0,
"UMP 361","","Piazzini Suárez, 2009",6.819167,-76.2025,0,0,0,0,0,0,
"UMP 362","","Piazzini Suárez, 2009",6.800833,-76.214722,0,0,0,0,0,0,
"UMP 363","","Piazzini Suárez, 2009",6.770278,-76.229722,0,0,0,0,0,0,
"UMP 364","","Piazzini Suárez, 2009",6.804444,-76.215,0,0,0,0,0,0,
"UMP 365","","Piazzini Suárez, 2009",6.768611,-76.228611,0,0,0,0,0,0,
"UMP 366","","Piazzini Suárez, 2009",6.805833,-76.215,0,0,0,0,0,0,
"UMP 367","","Piazzini Suárez, 2009",6.7675,-76.231111,0,0,0,0,0,0,
"UMP 368","","Piazzini Suárez, 2009",6.806111,-76.215278,0,0,0,0,0,0,
"UMP 369","","Piazzini Suárez, 2009",6.779444,-76.228333,0,0,0,0,0,0,
"UMP 370","","Piazzini Suárez, 2009",6.807222,-76.215556,0,0,0,0,0,0,
"UMP 371","","Piazzini Suárez, 2009",6.780556,-76.229722,0,0,0,0,0,0,
"UMP 372","","Piazzini Suárez, 2009",6.805833,-76.206389,0,0,0,0,0,0,
"UMP 373","","Piazzini Suárez, 2009",6.781389,-76.229444,0,0,0,0,0,0,
"UMP 374","","Piazzini Suárez, 2009",6.805833,-76.205833,0,0,0,0,0,0,
"UMP 375","","Piazzini Suárez, 2009",6.7825,-76.228611,0,0,0,0,0,0,
"UMP 376","","Piazzini Suárez, 2009",6.806667,-76.206944,0,0,0,0,0,0,
"UIA 92","Macizo Antioqueño","Obregón, Cardona, & Gómez, 2004",6.243611,-75.500556,0,0,0,0,0,0,
"UMP 377","","Piazzini Suárez, 2009",6.815833,-76.229444,0,0,0,0,0,0,
"UMP 378","","Piazzini Suárez, 2009",6.807222,-76.208056,0,0,0,0,0,0,
"UMP 379","","Piazzini Suárez, 2009",6.7825,-76.229444,0,0,0,0,0,0,
"UMP 380","","Piazzini Suárez, 2009",6.806944,-76.208889,0,0,0,0,0,0,
"UMP 381","","Piazzini Suárez, 2009",6.784167,-76.228889,0,0,0,0,0,0,
"UMP 382","","Piazzini Suárez, 2009",6.81,-76.212778,0,0,0,0,0,0,
"UMP 383","","Piazzini Suárez, 2009",6.784444,-76.228889,0,0,0,0,0,0,
"UMP 384","","Piazzini Suárez, 2009",6.817778,-76.218333,0,0,0,0,0,0,
"UMP 385","","Piazzini Suárez, 2009",6.785278,-76.228611,0,0,0,0,0,0,
"UMP 386","","Piazzini Suárez, 2009",6.820278,-76.215556,0,0,0,0,0,0,
"UMP 387","","Piazzini Suárez, 2009",6.784722,-76.230556,0,0,0,0,0,0,
"UMP 388","","Piazzini Suárez, 2009",6.821667,-76.212222,0,0,0,0,0,0,
"UMP 389","","Piazzini Suárez, 2009",6.786944,-76.229722,0,0,0,0,0,0,
"UMP 390","","Piazzini Suárez, 2009",6.810833,-76.2225,0,0,0,0,0,0,
"UMP 391","","Piazzini Suárez, 2009",6.7875,-76.229722,0,0,0,0,0,0,
"UMP 392","","Piazzini Suárez, 2009",6.7725,-76.229722,0,0,0,0,0,0,
"UMP 393","","Piazzini Suárez, 2009",6.788333,-76.228889,0,0,0,0,0,0,
"UMP 394","","Piazzini Suárez, 2009",6.7725,-76.228889,0,0,0,0,0,0,
"UMP 395","","Piazzini Suárez, 2009",6.788889,-76.228889,0,0,0,0,0,0,
"UMP 396","","Piazzini Suárez, 2009",6.774167,-76.229167,0,0,0,0,0,0,
"UMP 397","","Piazzini Suárez, 2009",6.798056,-76.2275,0,0,0,0,0,0,
"UMP 398","","Piazzini Suárez, 2009",6.776667,-76.229444,0,0,0,0,0,0,
"UMP 399","","Piazzini Suárez, 2009",6.799722,-76.227222,0,0,0,0,0,0,
"UMP 400","","Piazzini Suárez, 2009",6.777222,-76.229444,0,0,0,0,0,0,
"UMP 401","","Piazzini Suárez, 2009",6.746111,-76.244167,0,0,0,0,0,0,
"UMP 402","","Piazzini Suárez, 2009",6.779167,-76.228333,0,0,0,0,0,0,
"UMP 403","","Piazzini Suárez, 2009",6.743611,-76.240833,0,0,0,0,0,0,
"UMP 404","","Piazzini Suárez, 2009",6.7925,-76.211944,0,0,0,0,0,0,
"UMP 405","","Piazzini Suárez, 2009",6.744444,-76.240278,0,0,0,0,0,0,
"UMP 406","","Piazzini Suárez, 2009",6.796111,-76.227778,0,0,0,0,0,0,
"UMP 407","","Piazzini Suárez, 2009",6.743333,-76.239167,0,0,0,0,0,0,
"UMP 408","","Piazzini Suárez, 2009",6.793333,-76.226944,0,0,0,0,0,0,
"UMP 409","","Piazzini Suárez, 2009",6.743889,-76.238889,0,0,0,0,0,0,
"UIA 109","Macizo Antioqueño","Obregón, Cardona, & Gómez, 2004",6.241667,-75.493056,0,0,0,0,0,0,
"UMP 410","","Piazzini Suárez, 2009",6.791389,-76.230556,0,0,0,0,0,0,
"UMP 411","","Piazzini Suárez, 2009",6.750278,-76.24,0,0,0,0,0,0,
"UMP 412","","Piazzini Suárez, 2009",6.791389,-76.231111,0,0,0,0,0,0,
"UMP 413","","Piazzini Suárez, 2009",6.750278,-76.241389,0,0,0,0,0,0,
"UMP 414","","Piazzini Suárez, 2009",6.790833,-76.231111,0,0,0,0,0,0,
"UMP 415","","Piazzini Suárez, 2009",6.750556,-76.2425,0,0,0,0,0,0,
"UMP 416","","Piazzini Suárez, 2009",6.791944,-76.229722,0,0,0,0,0,0,
"UMP 417","","Piazzini Suárez, 2009",6.749444,-76.243056,0,0,0,0,0,0,
"UMP 418","","Piazzini Suárez, 2009",6.792778,-76.229722,0,0,0,0,0,0,
"UMP 419","","Piazzini Suárez, 2009",6.747778,-76.243611,0,0,0,0,0,0,
"UMP 420","","Piazzini Suárez, 2009",6.792778,-76.230278,0,0,0,0,0,0,
"UMP 421","","Piazzini Suárez, 2009",6.748056,-76.243056,0,0,0,0,0,0,
"UMP 422","","Piazzini Suárez, 2009",6.794444,-76.230278,0,0,0,0,0,0,
"UMP 423","","Piazzini Suárez, 2009",6.755556,-76.240556,0,0,0,0,0,0,
"UIA 120","Macizo Antioqueño","Obregón, Cardona, & Gómez, 2004",6.255833,-75.499722,0,0,0,0,0,0,
"UMP 424","","Piazzini Suárez, 2009",6.794722,-76.23,0,0,0,0,0,0,
"UMP 425","","Piazzini Suárez, 2009",6.751944,-76.240278,0,0,0,0,0,0,
"UMP 426","","Piazzini Suárez, 2009",6.796667,-76.228056,0,0,0,0,0,0,
"UMP 427","","Piazzini Suárez, 2009",6.749722,-76.234722,0,0,0,0,0,0,
"UMP 430","","Piazzini Suárez, 2009",6.802222,-76.224722,0,0,0,0,0,0,
"UMP 431","","Piazzini Suárez, 2009",6.749444,-76.233889,0,0,0,0,0,0,
"UMP 432","","Piazzini Suárez, 2009",6.4725,-76.226389,0,0,0,0,0,0,
"UMP 433","","Piazzini Suárez, 2009",6.75,-76.235,0,0,0,0,0,0,
"UMP 434","","Piazzini Suárez, 2009",6.474444,-76.226111,0,0,0,0,0,0,
"UMP 435","","Piazzini Suárez, 2009",6.776667,-76.233056,0,0,0,0,0,0,
"UMP 436","","Piazzini Suárez, 2009",6.807778,-76.226667,0,0,0,0,0,0,
"UMP 437","","Piazzini Suárez, 2009",6.776667,-76.232778,0,0,0,0,0,0,
"UMP 438","","Piazzini Suárez, 2009",6.805278,-76.227222,0,0,0,0,0,0,
"UMP 439","","Piazzini Suárez, 2009",6.7775,-76.233611,0,0,0,0,0,0,
"UMP 440","","Piazzini Suárez, 2009",6.790278,-76.228056,0,0,0,0,0,0,
"UMP 441","","Piazzini Suárez, 2009",6.773333,-76.235278,0,0,0,0,0,0,
"UMP 442","","Piazzini Suárez, 2009",6.752778,-76.249444,0,0,0,0,0,0,
"UMP 443","","Piazzini Suárez, 2009",6.773611,-76.235278,0,0,0,0,0,0,
"UMP 444","","Piazzini Suárez, 2009",6.754444,-76.250833,0,0,0,0,0,0,
"UMP 445","","Piazzini Suárez, 2009",6.778056,-76.233611,0,0,0,0,0,0,
"UMP 446","","Piazzini Suárez, 2009",6.755833,-76.247222,0,0,0,0,0,0,
"UMP 447","","Piazzini Suárez, 2009",6.778889,-76.233611,0,0,0,0,0,0,
"UMP 448","","Piazzini Suárez, 2009",6.422778,-76.247778,0,0,0,0,0,0,
"UMP 449","","Piazzini Suárez, 2009",6.779444,-76.233611,0,0,0,0,0,0,
"UMP 450","","Piazzini Suárez, 2009",6.760278,-76.244444,0,0,0,0,0,0,
"UMP 451","","Piazzini Suárez, 2009",6.779444,-76.234167,0,0,0,0,0,0,
"UMP 452","","Piazzini Suárez, 2009",6.76,-76.241111,0,0,0,0,0,0,
"Yacimiento 16B1 - Los Organales","Macizo Antioqueño","Santos Vecino, 1997",6.551111,-74.961944,0,0,0,0,0,0,
"Yacimiento 16B2 - Bosque Lítico","Macizo Antioqueño","Santos Vecino, 1997",6.551944,-74.956667,0,0,0,0,0,0,
"Yacimiento 16B3 - La Pulga","Macizo Antioqueño","Santos Vecino, 1997",6.559722,-74.960556,0,0,0,0,0,0,
"Estructuras Funerarias 1 y 2","Macizo Antioqueño","Santos Vecino, 2006",6.133333,-75.65,0,0,0,0,0,0,
"Casa Barrientos","Macizo Antioqueño","García, Henao & Urrea, 2006",6.248333,-75.564444,0,0,0,0,0,0,
"Yacimiento 1","Macizo Antioqueño","Muñoz Zea, 2006",6.289444,-75.505833,0,0,0,0,0,0,
"Yacimiento 2","Macizo Antioqueño","Muñoz Zea, 2006",6.293056,-75.506667,0,0,0,0,0,0,
"Yacimiento 3","Macizo Antioqueño","Muñoz Zea, 2006",6.293056,-75.5275,0,0,0,0,0,0,
"UMP 453","","Piazzini Suárez, 2009",6.78,-76.234444,0,0,0,0,0,0,
"UMP 454","","Piazzini Suárez, 2009",6.779167,-76.238611,0,0,0,0,0,0,
"UMP 455","","Piazzini Suárez, 2009",6.78,-76.233611,0,0,0,0,0,0,
"UMP 456","","Piazzini Suárez, 2009",6.760556,-76.239722,0,0,0,0,0,0,
"UMP 457","","Piazzini Suárez, 2009",6.781389,-76.234167,0,0,0,0,0,0,
"UMP 458","","Piazzini Suárez, 2009",6.761111,-76.239167,0,0,0,0,0,0,
"UMP 459","","Piazzini Suárez, 2009",6.781944,-76.234444,0,0,0,0,0,0,
"UMP 460","","Piazzini Suárez, 2009",6.764722,-76.243889,0,0,0,0,0,0,
"UMP 461","","Piazzini Suárez, 2009",6.781389,-76.234722,0,0,0,0,0,0,
"UMP 462","","Piazzini Suárez, 2009",6.765,-76.243333,0,0,0,0,0,0,
"UMP 463","","Piazzini Suárez, 2009",6.782778,-76.234722,0,0,0,0,0,0,
"UMP 464","","Piazzini Suárez, 2009",6.765278,-76.242778,0,0,0,0,0,0,
"UMP 465","","Piazzini Suárez, 2009",6.783611,-76.235,0,0,0,0,0,0,
"UMP 466","","Piazzini Suárez, 2009",6.766111,-76.241944,0,0,0,0,0,0,
"UMP 467","","Piazzini Suárez, 2009",6.788333,-76.234444,0,0,0,0,0,0,
"UMP 468","","Piazzini Suárez, 2009",6.765278,-76.241389,0,0,0,0,0,0,
"UMP 470","","Piazzini Suárez, 2009",6.766111,-76.241111,0,0,0,0,0,0,
"UMP 471","","Piazzini Suárez, 2009",6.799444,-76.235278,0,0,0,0,0,0,
"UMP 472","","Piazzini Suárez, 2009",6.765556,-76.241111,0,0,0,0,0,0,
"UMP 473","","Piazzini Suárez, 2009",6.796944,-76.235278,0,0,0,0,0,0,
"UMP 474","","Piazzini Suárez, 2009",6.768889,-76.237778,0,0,0,0,0,0,
"UMP 475","","Piazzini Suárez, 2009",6.799167,-76.235278,0,0,0,0,0,0,
"UMP 476","","Piazzini Suárez, 2009",6.769722,-76.239722,0,0,0,0,0,0,
"UMP 477","","Piazzini Suárez, 2009",6.803056,-76.233889,0,0,0,0,0,0,
"UMP 479","","Piazzini Suárez, 2009",6.804444,-76.2375,0,0,0,0,0,0,
"UMP 480","","Piazzini Suárez, 2009",6.771389,-76.2425,0,0,0,0,0,0,
"UMP 481","","Piazzini Suárez, 2009",6.803333,-76.238333,0,0,0,0,0,0,
"UMP 482","","Piazzini Suárez, 2009",6.772222,-76.24,0,0,0,0,0,0,
"UMP 483","","Piazzini Suárez, 2009",6.8025,-76.238333,0,0,0,0,0,0,
"UMP 484","","Piazzini Suárez, 2009",6.774444,-76.237778,0,0,0,0,0,0,
"05MAC-CC8 (Cueva de los liberales)","","López Castaño, 1999",6.560903,-74.627914,0,0,0,0,0,0,
"UMP 485","","Piazzini Suárez, 2009",6.802222,-76.238056,0,0,0,0,0,0,
"UMP 486","","Piazzini Suárez, 2009",6.774722,-76.2375,0,0,0,0,0,0,
"05YON-CC1","","López Castaño, 1999",6.733333,-74.416667,0,0,0,0,0,0,
"UMP 487","","Piazzini Suárez, 2009",6.8025,-76.238889,0,0,0,0,0,0,
"UMP 488","","Piazzini Suárez, 2009",6.775833,-76.240556,0,0,0,0,0,0,
"UMP 489","","Piazzini Suárez, 2009",6.800833,-76.237222,0,0,0,0,0,0,
"UMP 490","","Piazzini Suárez, 2009",6.776389,-76.239167,0,0,0,0,0,0,
"UMP 491","","Piazzini Suárez, 2009",6.797222,-76.238889,0,0,0,0,0,0,
"UMP 492","","Piazzini Suárez, 2009",6.776667,-76.240556,0,0,0,0,0,0,
"UMP 493","","Piazzini Suárez, 2009",6.796667,-76.238611,0,0,0,0,0,0,
"UMP 494","","Piazzini Suárez, 2009",6.778333,-76.238056,0,0,0,0,0,0,
"UMP 495","","Piazzini Suárez, 2009",6.796667,-76.238056,0,0,0,0,0,0,
"UMP 496","","Piazzini Suárez, 2009",6.776944,-76.237222,0,0,0,0,0,0,
"UMP 497","","Giron,1984",6.795278,-76.237222,0,0,0,0,0,0,
"UMP 498","","Piazzini Suárez, 2009",6.778611,-76.236111,0,0,0,0,0,0,
"UMP 499","","Piazzini Suárez, 2009",6.7975,-76.236389,0,0,0,0,0,0,
"UMP 500","","Piazzini Suárez, 2009",6.780556,-76.239167,0,0,0,0,0,0,
"UMP 501","","Piazzini Suárez, 2009",6.795,-76.236667,0,0,0,0,0,0,
"UMP 502","","Piazzini Suárez, 2009",6.777778,-76.241389,0,0,0,0,0,0,
"UMP 503","","Piazzini Suárez, 2009",6.790556,-76.238333,0,0,0,0,0,0,
"UMP 504","","Piazzini Suárez, 2009",6.777222,-76.240278,0,0,0,0,0,0,
"UMP 505","","Piazzini Suárez, 2009",6.790833,-76.238333,0,0,0,0,0,0,
"UMP 506","","Piazzini Suárez, 2009",6.776667,-76.235833,0,0,0,0,0,0,
"UMP 507","","Piazzini Suárez, 2009",6.791667,-76.237778,0,0,0,0,0,0,
"UMP 508","","Piazzini Suárez, 2009",6.7775,-76.235556,0,0,0,0,0,0,
"UMP 509","","Piazzini Suárez, 2009",6.798333,-76.240833,0,0,0,0,0,0,
"UMP 510","","Piazzini Suárez, 2009",6.780556,-76.235833,0,0,0,0,0,0,
"UMP 511","","Piazzini Suárez, 2009",6.793056,-76.237778,0,0,0,0,0,0,
"UMP 512","","Piazzini Suárez, 2009",6.783056,-76.235833,0,0,0,0,0,0,
"UMP 513","","Piazzini Suárez, 2009",6.793889,-76.238056,0,0,0,0,0,0,
"UMP 514","","Piazzini Suárez, 2009",6.781944,-76.238889,0,0,0,0,0,0,
"UMP 515","","Piazzini Suárez, 2009",6.794722,-76.2375,0,0,0,0,0,0,
"UMP 516","","Piazzini Suárez, 2009",6.7825,-76.238056,0,0,0,0,0,0,
"UMP 517","","Piazzini Suárez, 2009",6.79,-76.233611,0,0,0,0,0,0,
"UMP 518","","Piazzini Suárez, 2009",6.783056,-76.238889,0,0,0,0,0,0,
"UMP 519","","Piazzini Suárez, 2009",6.788889,-76.2325,0,0,0,0,0,0,
"UMP 520","","Piazzini Suárez, 2009",6.785,-76.236944,0,0,0,0,0,0,
"UMP 521","","Piazzini Suárez, 2009",6.790556,-76.234167,0,0,0,0,0,0,
"UMP 522","","Piazzini Suárez, 2009",6.785278,-76.238333,0,0,0,0,0,0,
"UMP 523","","Piazzini Suárez, 2009",6.798333,-76.2325,0,0,0,0,0,0,
"UMP 524","","Piazzini Suárez, 2009",6.786111,-76.237778,0,0,0,0,0,0,
"UMP 525","","Piazzini Suárez, 2009",6.799444,-76.2325,0,0,0,0,0,0,
"UMP 526","","Piazzini Suárez, 2009",6.785833,-76.2375,0,0,0,0,0,0,
"UMP 527","","Piazzini Suárez, 2009",6.801389,-76.2325,0,0,0,0,0,0,
"UMP 528","","Piazzini Suárez, 2009",6.785556,-76.236667,0,0,0,0,0,0,
"UMP 529","","Piazzini Suárez, 2009",6.804444,-76.2325,0,0,0,0,0,0,
"UMP 530","","Piazzini Suárez, 2009",6.785278,-76.236389,0,0,0,0,0,0,
"UMP 531","","Piazzini Suárez, 2009",6.805278,-76.233056,0,0,0,0,0,0,
