Contador,Autor,Año,Título,Publicado,Area
5910,"Cárdenas, Felipe",1983,Los cacicazgos Taironas: un acercamiento arqueológico y etnohistórico.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5569,"Cárdenas, Felipe",1988,Importancia del intercambio regional en la economía del área Tairona..,"Revista de Antropología y Arqueología, Universidad de los Andes, 4(1):37-64.",Arqueología Colombiana
5366,"Cárdenas, Felipe",1990,Estatuaria lítica en el norte de Nariño. Nuevos datos.,"Revista Colombiana de Antropología, 27:171-189.",Arqueología Colombiana
5765,"Cárdenas, Felipe",1996,"La dieta prehispánica en poblaciones arqueológicas muiscas. Bioantropología de la Sabana de Bogotá, siglos VIII al XVI d.C.","Bioantropología de la Sabana de Bogotá, siglos VIII al XVI d.C., eds., Braida Enciso & Monika Therrien pp. 85-109, Instituto Colombiano de Antropología - Colcultura,  Bogotá.",Arqueología Colombiana
5996,"Cárdenas, Felipe",1997,Momias y rituales. Secretos funerarios de Perú y Colombia.,Museo Nacional de Colombia. Imprenta Nacional de Colombia,Arqueología Colombiana
6356,"Cárdenas, Felipe",1990,"Reseña: Aguazuque: Evidencias de cazadores, recolectores y plantadores en la altiplanicie de la Cordillera Oriental.","Boletín del Museo del Oro, 27:129-130",Arqueología Colombiana
5178,"Cárdenas, Felipe",1995,"Bioantropología de Maranga, Perú.","Revista de Antropología Universidad de los Andes, 11: 215-221.",Arqueología Colombiana
5803,"Cárdenas, Felipe",1990,"La momia de Pisba, Boyacá","Boletín del Museo del Oro, 27:3-13.",Arqueología Colombiana
5102,"Cárdenas, Felipe",1992,"Arqueología en el territorio  Quinllancinga, Nariño.","Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
5804,"Cárdenas, Felipe",1989,La momificación indígena en Colombia,"Boletín del Museo del Oro, 25:121-123.",Arqueología Colombiana
5729,"Cárdenas, Felipe",1987,"La arqueología en Colombia: inducimos, deducimos o imaginamos ?","Revista de Antropología Universidad de los Andes, 3(2):157-165.",Arqueología Colombiana
6290,"Cárdenas, Felipe",1994,"Reconstrucción química de la paleodieta en restos arqueológicos humanos del territorio Muisca, Colombia.","Eres (Arqueología), 5(1):71-81.",Arqueología Colombiana
5438,"Cárdenas, Felipe",1982,Excavaciones arqueológicas en la terraza y vivienda No 149 - A de Buritaca 200.,"Semestre de Campo, Universidad de los Andes (Inédito), Bogotá.",Arqueología Colombiana
6342,"Cárdenas, Felipe",1991,"Reseña a Arqueología de salvamento en la Vereda de Tajumbina, Municipio de la Cruz (Nariño).","Boletín del Museo del Oro, 31:147-148.",Arqueología Colombiana
5278,"Cárdenas, Felipe",1990,El enmochilado de Chiscas: un caso de momificación en el siglo XVIII d.C. para la antropología física actual.,"Memorias del V Congreso Nacional de Antropología, eds., Santiago Mora, Felipe Cárdenas & Miguel Angel Roldán, pp. 235-249 Instituto Colombiano de Antropología, Universidad de Los Andes, ICFES.",Arqueología Colombiana
6661,"Cárdenas, Felipe",1990,"Un caso de mucocele del seno frontal en un cráneo de Chiscas, Boyacá.","Boletín del Museo del Oro, 26:130-134",Arqueología Colombiana
5593,"Cárdenas, Felipe & Gilberto Cadavid",1990,Informe descriptivo sobre las tumbas excavadas por personal adscrito a la Universidad Mariana de Pasto y del material arqueológico encontrado en ellas,"Informe presentado al Instituto Colombiano de Antropología, Bogotá. Inédito.",Arqueología Colombiana
35866,"Cárdenas-Arroyo, Felipe",2005,Iconografía y simbolismo en la Colombia prehipánica,"Iconografía y simbolismo en Colombia prehispánica, Museo de la Naturaleza y el Hombre del 18 de mayo al 17 de julio de 2005. Catalogo",Arqueología Colombiana
6108,"Cardona-Velasquez,",1995,Patrones de asentamiento de los grupos agroalfareros prehispánicos en el curso medio del río Porce. Una aproximación a los modelos cuantitativos para análisis espacial en Arqueología.,"Tesis Departamento de Antropología, Universidad de Antioquía, (Inédito). Medellín.",Arqueología Colombiana
4975,"Cardoso, Patricia",1986,Aproximación arqueológica al conocimiento de las casas de un asentamiento Tayrona: Frontera.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6043,"Cardoso, Patricia",1986,Nuevos aportes para el conocimiento cronológico del área Tairona.,"Boletín de Arqueología, 1(1):39-42.",Arqueología Colombiana
6694,"Cardoso, Patricia",1987,Uso y significado de las cuentas Tairona.,"Boletín del Museo del Oro, 19:117-123.",Arqueología Colombiana
9000,Carlos Uribe,1986,Pioneros de la investigación arqueológica en Colombia.,"Boletín del Museo del Oro, 15:3-4.",Arqueología Colombiana
5721,"Carmona, Sergio",1994,La arqueología de rescate en proyectos de generación eléctrica,Arqueología de rescate en líneas de transmisión eléctrica. pp 2-27 ISA Interconexión Eléctrica.,Arqueología Colombiana
6479,"Carneiro, Robert",1961,The aboriginal cultures of Colombia.,"The Caribbean: contemporary Colombia, editado por C. Wilgus pp 22-35. Gainesville: University of Florida Press.",Arqueología Colombiana
6506,"Carneiro, Robert",1991,The nature of the Chiefdom as revealed by evidence from the Cauca Valley of Colombia.,"Profiles in cultural evolution. Papers from a conference in honor of Elman R. Service, editores T. Rambo & K. Gillogly. pp167-190, Anthropological Papers, N° 85, Museum of Anthropology, University of Michigan, Ann Arbor, Michigan.",Arqueología Colombiana
6292,"Carvajal, Martín",1940,Recuerdos arqueológicos de Santander.,"Revista Estudio, Nos. 105-107. Bucaramanga.",Arqueología Colombiana
8391,"Casas, Pablo",1991,La Gorgona en tiempos precolombinos.,"Revista de Antropología, Universidad de los Andes, 7: 94-118.",Arqueología Colombiana
5709,"Casas, Pablo",1990,Isla Gorgona; Un asentamiento precolombino del siglo XIII AC en el Oceano Pacífico.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6558,"Casas, Pablo",1988,Un asentamiento precolombino en el océano Pacífico colombiano.,"Boletín de Arqueología, 3(3):44-55",Arqueología Colombiana
5145,"Casasbuena, Gullermo & Myriam Espinoza",1983,Asentamientos prehispánicos en el Alto Sinú.,"Tesis de Grado Universidad Nacional de Colombia (Inédito), Bogotá.",Arqueología Colombiana
3764,"Casas-Vargas, Andrea, Liza Maria Romero, José Vicente Rodríguez  &, William Usaquén",2018,"Análisis de ADN mitocondrial en una muestra de restos óseos precolombinos de Norte de Santander, Colombia (área cultural Chitarera).","Acta biologica Colombiana, 23(3):263-273",Arqueología Colombiana
8997,"Casilimas, Inés",2001,"Juntas, borracheras y obsequias en el cercado de Ubaque.","Boletin del Museo del Oro, 49:13-48..",Arqueología Colombiana
5876,"Casilimas, Inés & María, López",1984,Las visitas del siglo XVI al territorio Muisca.,"Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
5400,"Casilimas, Inés & María, López",1982,Etnohistoria Muisca: De los Jeques a los doctrineros.,"Tesis de Grado Universidad Nacional de Colombia (Inédito), Bogotá.",Arqueología Colombiana
36098,Casimilas Rojas Clara Inés & María Imelda López Avila,1987,El templo Muisca,"Maguare, 5:127-150.",Arqueología Colombiana
5926,"Castaño, Carlos",1989,"Los manglares de Colombia, Cuna de la Civilización.","Manglares, p.p 12-25. Villegas Editores. Bogotá.",Arqueología Colombiana
5224,"Castaño, Carlos",1981,Dinámica y procesos de conformación en las  unidades sincrónicas del asentamiento de Buritaca 200.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5084,"Castaño, Carlos",1992,Arqueología del horizonte de urnas funerarias del Valle medio del río grande de la Magdalena.,Arte de la tierra. Sinú y río Magdalena. pp 21-26. Colección Tesoros Precolombinos. Fondo de Promoción de la Cultura. Banco Popular. Bogotá.,Arqueología Colombiana
6318,"Castaño, Carlos",1988,Reporte de un yacimiento arqueológico Quimbaya Clasico en el valle del Magdalena: Contribución al conocimiento de un contexto regional.,"Boletín del Museo del Oro, 20:3-11.",Arqueología Colombiana
6428,"Castaño, Carlos",1990,Selva y hombre tradicional.,"Selva húmeda de Colombia, editado por B. Villegas & C. Uribe. pp 93-136. Villegas Editores. Bogotá.",Arqueología Colombiana
5654,"Castaño, Carlos &  Carmen, Davila",1984,Investigaciones arqueológicas en el Magdalena medio. Sitios Colorados y Mayaca.,"Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá.",Arqueología Colombiana
6425,"Castaño, Carlos &  Carmen, Davila",1984,Secuencias y correlaciones arqueológicas en el curso bajo del Río la Miel.,"Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá.",Arqueología Colombiana
6462,"Castaño, Carlos & Alvaro Soto",1986,Supervivencia indígena en el Orinoco medio: Quimera del Unuma y la Quiripa.,Revista de los Parques Nacionales de Colombia. I(10):11-13.,Arqueología Colombiana
8920,"Castellanos Montes, Daniela",2004,"Etnoarqueología de la producción cerámica en Aguabuena, Ráquira. Relaciones entre el espacio, la cultura material y el registro arqueológico.",Revista de Estudiantes de Arqueología 2:20-30. Facultad de Ciencias Humanas. Universidad Nacional de Colombia.,Arqueología Colombiana
6299,"Castellanos, Gonzalo",2003,Régimen jurídico del Patrimonio Arqueológico en Colombia.,Instituto Colombiano de Antropología e Historia.,Arqueología Colombiana
5695,"Castellanos, Zaida",1975,Investigaciones arqueológicas en San Alberto-Cesar.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
10660,Castillo EspitiaNeyla & Francisco J. Aceituno Bocanegra,2006,"El bosque domesticado, el bosque cultivado: un proceso milenario en el Valle Medio del río Porce en el Noroccidente Colombiano.","Latin American Antiquity, 17(4): 561-578.",Arqueología Colombiana
5735,"Castillo, Neyla",1999,La Cancana: un complejo cerámico del formativo temprano en un valle interandino del noroccidente de Colombia.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
9820,"Castillo, Neyla",2004,Maestría en antropología: programa de arqueología.,"Propuesta elaborada por Neyla Castillo E. Fecha 24/05/2004. Universidad de Antioquia, Departamento de Antropología.",Arqueología Colombiana
5667,"Castillo, Neyla",1992,Investigaciones arqueológicas en el valle de Aburrá.,"Informe Departamento de Antropología de la Universidad de Antioquia y Secretaria de Educación Municipal, Medellín. Inédito.",Arqueología Colombiana
5670,"Castillo, Neyla",1985,"Investigaciones arqueológicas en el valle medio del río Cauca, Municipios de Santa Fe de Antioquia y Sopetran.","Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
5706,"Castillo, Neyla",1984,"Investigaciones de un complejo funerario en el municipio de Sopetrán, Antioquia","Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá.",Arqueología Colombiana
6339,"Castillo, Neyla",1997,Rescate y monitoreo arqueológico en el área del proyecto de la termoeléctrica La Sierra.,"ICAN, Inédito.",Arqueología Colombiana
5902,"Castillo, Neyla",1998,Los antiguos pobladores del Valle Medio del río Porce. Aproximación inicial desde el estudio arqueológico Porce II.,Medellín: Empresas Públicas de Medellín,Arqueología Colombiana
6268,"Castillo, Neyla",1995,Reconocimiento arqueológico en el valle del Aburrá.,"Boletín de Antropología, 9(25):49-90.",Arqueología Colombiana
6269,"Castillo, Neyla",1992,Reconocimiento arqueológico en el valle del Aburrá. Informe.,"Medellín: Universidad de Antioquia, Departamento de Antropología - Municipio de Medellín, Secretaría de Educación y Cultura. Inédito",Arqueología Colombiana
4914,"Castillo, Neyla",1997,Análisis arqueozoológico y arqueobotánico correspondiente al Proyecto de Rescate y Monitoreo de la Central Termoeléctrica La Sierra.,"ISA, Medellín. Inédito.",Arqueología Colombiana
5073,"Castillo, Neyla",1984,Arqueología de Tunja.,"Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá.",Arqueología Colombiana
5453,"Castillo, Neyla",1981,Excavaciones arqueologicas en Tunja (II),"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5452,"Castillo, Neyla",1981,Excavaciones arqueologicas en Tunja,"Boletín del Museo del Oro, 4:29",Arqueología Colombiana
5094,"Castillo, Neyla",1985,"Arqueología del valle medio del río Cauca, Municipios Santa Fé de Antioquia y Sopetrán.","Universidad de Antioquia, Depto de Antropología (Inédito). Medellín.",Arqueología Colombiana
6473,"Castillo, Neyla",1992,Territorio y cultura de los antiguos pobladores del Porce Medio.,"Medellín: Universidad de Antioquia, Facultad de Ciencias Sociales y Humanas, Centro de Investigaciones - Empresas Públicas de Medellín. Inédito.",Arqueología Colombiana
9819,"Castillo, Neyla  E.",2002,Propuesta para la realización de un programa de Maestría en arqueología sobre gestión del patrimonio arqueológico.,"Elaborado en noviembre de 2002. Universidad de Antioquia, Departamento de Antropología.",Arqueología Colombiana
5596,"Castillo, Neyla & Carlo Emilio Piazzini",1994,"Informe línea base componente arqueológico línea 500 Kw San Carlos-San Marcos, sector norte.",Informe Centro de investigaciones sociales.Medellín.Inédito.,Arqueología Colombiana
5595,"Castillo, Neyla & Carlo Emilio Piazzini",1994,"Informe línea base componente arqueológico línea 500 KW  San Carlos - San Marcos, sector norte. 1","Universidad de Antioquia, Centro de Investigaciones Sociales, Facultad de Ciencias Sociales y Humanas, Medellín. Ms.",Arqueología Colombiana
6669,"Castillo, Neyla & Francisco Aceituno",2000,Un modelo de ocupación durante el Holoceno Temprano y medio en el Noroccidente colombiano: el valle medio del río Porce.,"Arqueweb, 2(2):4-26.",Arqueología Colombiana
8995,"Castrillon Zapata, Rosalba",1996,Asentamientos prehispánicos en la vertiente oeste de la cordillera occidental de Antioquia. Municipio de Abriaqui.,"Trabajo de grado, Deparatmento de Antropología. Universidad de Antioquia. Medellín.",Arqueología Colombiana
5283,"Castro Sánchez, Ana María.",2005,El género como expresión simbólica. Un estudio iconográfico sobre los tunjos muiscas.,"Boletín del Museo del Oro, 53. http://www.banrep.gov.co/museo/esp/boletin.",Arqueología Colombiana
5241,"Castro, Gonzalo",1999,Dos períodos de historia regional: aportes para la interpretación de los vestigios arqueológicos en la cuenca alta de la quebrada Piedras Blancas.,Segunda Jornada Arqueológica. Universidad de Antioquia. Septiembre 2. Inédito.,Arqueología Colombiana
6202,"Castro, Sandra & Viviana Salazar Villalobos",1994,"Prospección arqueológica en el municipio de Chipatá, Santander","Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
36113,"Cavelier Inés,  Camilo Rodríguez, Santiago Mora, Cristina Urrego, Luisa Fernanda Herrera",1993,La informatica en la paleoecología humana: nuevo enfoque,"Fundación Erigaie, Boletín Museo del Oro",Arqueología Colombiana
