Autor,Título,Año,Publicado,Editado,Publicación internacional,Sitios,Tema,Período,Etapa,Región,Asunto,Tipo de proyecto,Comentario,Requerido
"Valencia, Cenón","Documentos importantes, estatuas del valle de La Plata.",1935,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Friede, Juan",Documentos inéditos para la historia de Colombia.,1956,,TRUE,FALSE,,Etnohistoria,,Colonial,,,Investigación básica,,FALSE
"Tovar, Hermes",Documentos sobre tributación y dominación en la sociedad Chibcha.,1970,,TRUE,FALSE,,Etnohistoria,Muisca,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Bashilov, V. A. & Carlos A Rodríguez",Doispanskoe zhilishche v iugo-zapadnoi Kolumbii,1987,,TRUE,FALSE,Pre-hispanic dwellings in south-west Columbia,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Cardale, Marianne & Leonor Herrera",Dos alcarrazas Ilama en Tierradentro - anotaciones a una nota.,1994,,TRUE,FALSE,Malagana,Materiales Arqueológicos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Gnecco, Cristobal & José Ricardo, Martínez",Dos alcarrazas Ilama en Tierradentro.,1992,,TRUE,FALSE,"Examina dos hipotesis alternativas para explicar porque se encontraron estas alcarrazas en Tierradentro. Concluye que posiblemente fueron llevadas y usadas como marcadores de estatus, fuera de Ilama. Ver Gnecco, 1995.",Materiales Arqueológicos,Ilama,Cacicazgos,Macizo Andino del sur,,Investigación básica,,FALSE
"Gnecco, Cristóbal",Dos épocas de la arqueología,2016,,TRUE,FALSE,,Historia de la...,,,,,Investigación básica,,FALSE
"Cifuentes, Arturo",Dos períodos arqueológicos del valle del río Magdalena en la región de Honda.,1991,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Magdalena medio,,Investigación básica,,FALSE
"Castro, Gonzalo",Dos períodos de historia regional: aportes para la interpretación de los vestigios arqueológicos en la cuenca alta de la quebrada Piedras Blancas.,1999,,FALSE,FALSE,,,,,,,Investigación básica,,FALSE
"Otero, Helda",Dos períodos de la historia prehispánica de Jerico (Depto de Antioquia).,1992,,TRUE,FALSE,"Tolda, La Mama, Puente Iglesias, La Sorga.La Aguada",Arqueología sitio/localidad,Período Temprano,Cacicazgos,Macizo Antioqueño,,Investigación básica,,FALSE
"Oyuela, Augusto",Dos sitios arqueológicos con desgrasante de fibra vegetal en la serrania de San Jacinto (Departamento de Bolivar).,1987,,TRUE,FALSE,San Jacinto I y II,Arqueología sitio/localidad,,Formativo,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Langebaek, Carl Henrik",Dossier: historia y ciencias sociales historia y arqueología. encuentros y desencuentros.,2004,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"Dillehay, Tom; Gerardo Ardila; Gustavo Polítis y M. C. Beltrao",Earliest hunters and gatheners of South America,1992,,TRUE,FALSE,,Teoría arqueológica,,Paleoindio,,,Investigación básica,,FALSE
"Mora, Santiago",Early inhabitants of the Amazonian Tropical Rain Forest. A study of humans and environmental dynamics.,2001,,FALSE,FALSE,Peña Roja,Arqueología sitio/localidad,,Paleoindio,Tierras bajas orientales,,Investigación básica,,FALSE
"Gnecco, Cristóbal & Santiago Mora",Early occupations of the tropical forest of northern south america by hunter-gatherers.,1997,,TRUE,FALSE,"La Elvira, Peña Roja",Arqueología sitio/localidad,,Paleoindio,,,Investigación básica,,FALSE
"Reichel-Dolmatoff, Gerardo",Early pottery from Colombia.,1971,,TRUE,FALSE,Puerto Hormiga,Arqueología sitio/localidad,,Formativo,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
Stahl Peter W. & Augusto Oyuela-Caycedo,Early prehistoric sedentism and seasonal animal exploitation in the Caribbean lowlands of Colombia.,2007,,TRUE,TRUE,San Jacinto,Arqueología sitio/localidad,,Formativo,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Domesticación,Investigación básica,,FALSE
"Burcher, Priscila",Ecología de los caribes.,1995,,TRUE,FALSE,,Teoría arqueológica,,Cacicazgos,Magdalena medio,,Investigación básica,Otra de caribes.,FALSE
"Cavelier, Inés; Luisa Fernanda Herrera & Santiago Mora",Ecología y cultura en el medio Caquetá.,1987,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Hurt, Wesley; Gonzalo Correal & Thomas van der Hammen","Ecology and technology of El Abra rockshelters, Sabana de Bogotá, Colombia.",1976,,FALSE,FALSE,El Abra,Arqueología sitio/localidad,,Paleoindio,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Morey, Robert .JR. , & John P. Marwitt","Ecology, economy, and warfare in lowland South America.",0,,TRUE,FALSE,,,,,Tierras bajas orientales,,,,FALSE
"Sampson, E; S. Fleming &  W. Bray",Edad de la cerámica colombiana del estilo Yotoco revelada por termoluminiscencia.,1976,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Giraldo, María Eugenia","Ejecución de la propuesta sobre guión y montaje de una sala museo arqueológico en San Pedro de Urabá, Antioquia.",1994,,FALSE,FALSE,,Patrimonio,,,"Uraba, alto Sinú",,Investigación básica,Difusión de material arquueológico a través del montaje de un museo local.,FALSE
"Jaramillo E., Luis Gonzalo",El “Complejo “Tesorito” y la ocupac ión humana en la región Quimbaya,2008,,TRUE,FALSE,,,,,Macizo Antioqueño,,Investigación básica,,FALSE
"Rengifo, Luís Angel",El aguila monolítica de San Agustín.,1962,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Botiva, Alvaro et al",El alto Sinú: 17 siglos de asentamiento ribereño.,1991,,FALSE,FALSE,"El Gallo I y II, Pazu 1, El Cabrero, Frasquillo",Arqueología sitio/localidad,,Cacicazgos,"Uraba, alto Sinú",,Rescate arqueológico,,FALSE
"Legast, Anne",El animal en la sociedad muisca.,1996,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Ardila, Gerardo",El arcaico en el altiplano andino colombiano.,1980,,TRUE,FALSE,Chía I,Síntesis datos,,Formativo,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"López, Carlos Eduardo  & Martha Cecilia Cano",El Arcaico en los valles intermedios del Magdalena y Cauca en Colombia: cacería especializada y horticultura temprana.,2014,,FALSE,FALSE,,,,Paleoindio,Magdalena medio,,Investigación básica,,FALSE
"Lleras, Roberto",El Arqueólogo y los Museos Retos y Dificultades en la Perspectiva. Contemporánea.,1999,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,,Museografia,Divulgación,,FALSE
"Lleras, Roberto","El Arqueólogo y los Museos: Retos y Dificultades, la Perspectiva Contemporánea.",1999,,FALSE,FALSE,,Materiales Arqueológicos,,,,Museografia,Divulgación,,FALSE
"Barney Cabrera, Eugenio","El arte Agustiniano, boceto para una interpretación estética.",1964,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Alto Magdalena,,Divulgación historia del arte,,FALSE
"Acuña, Luís Alberto",El arte de los indios colombianos.,1942,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,,,Divulgación historia del arte,Hace una descripción de los objetos - particularmente objetos orfebres  y estatuaria de la región de San Agustín- recuperados en Colombia.,FALSE
"Montoya, Inés Elvira",El arte en la zona de Soacha y su relación con la cerámica y la orfebrería Muisca.,1974,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Duncan, Ronald",El arte precolombino como iconografia.,1989,,TRUE,FALSE,,Teoría arqueológica,,,,,Divulgación historia del arte,,FALSE
"Pérez de Barradas, José",El arte rupestre en Colombia.,1941,,TRUE,TRUE,,Síntesis datos,,,,,Investigación básica,,FALSE
"Barney Cabrera, Eugenio",El arte y artesanias de los Chibchas.,1983,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Altiplano Cundiboyacense,,Divulgación historia del arte,Visión desde la historia del arte de la iconografía prehispánica.,FALSE
Castillo EspitiaNeyla & Francisco J. Aceituno Bocanegra,"El bosque domesticado, el bosque cultivado: un proceso milenario en el Valle Medio del río Porce en el Noroccidente Colombiano.",2006,,TRUE,TRUE,,Arqueología sitio/localidad,,,Macizo Antioqueño,,,,FALSE
"Rodríguez, Carlos Armando",El cacicazgo de Guabas: variante meridional de la tradición cultural Quimbaya tardío (700-1300).,1994,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,"La noción de cacicazgo no es tomada en su sentido evolucionista y es homologable con la de ""cultura Guabas"" usada anteriormente por el mismo autor.",FALSE
"Pérez, Pablo Fernando",El cacicazgo de Guatavita.,1990,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Rojas, Ulises",El cacique de Turmequé y su época.,1965,,TRUE,FALSE,,Etnohistoria,,Colonial,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Giraldo, Gabriel",El cementerio indígena de los Santos.,1941,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Pérez, Pablo Fernando",El comercio e intercambio de la coca: una aproximación a la etnohistoria de Chicamocha.,1990,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Mejía, Dora Estella, Helda Otero y Héctor Iván Ramírez","El complejo cultural de Urabáen el sitio del Cerro del Aguila, municipio de Necoclí, Antioquia.",1990,,FALSE,FALSE,,Materiales Arqueológicos,,,Macizo Antioqueño,,Investigación básica,Clasificación de material cerámico obtenido en 1984.,FALSE
Lleras Roberto,El concepto de Formativo en las investigaciones arqueológicas en Colombia: Un revisión crítica.,2002,,FALSE,FALSE,,Teoría arqueológica,,Formativo,,,Investigación básica,,FALSE
"Oyuela-Caycedo, Augusto",El contexto economico de la alfareria temprana en el caso de San Jacinto 1.,2006,,TRUE,TRUE,San Jacinto,Arqueología sitio/localidad,,Formativo,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Silva, Eliécer",El culto a la fecundidad. Los falos Muisca de Villa de Leyva,0,,TRUE,FALSE,El Infiernito,Arqueología sitio/localidad,,,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Eckert, George",El culto a los muertos y la concepción de la vida en el Valle del Cauca.,1945,,TRUE,FALSE,,Teoría arqueológica,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Martínez-Polanco, María Fernanda","El cuy (cavia sp.), un recurso alimenticio clave en Aguazuque, un sitio arqueológico de la sabana de Bogotá, Colombia.",2016,,FALSE,TRUE,Aguazuque,Materiales Arqueológicos,,Paleoindio,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Angulo, Carlos",El Departamento del Atlántico y sus condiciones físicas.,1952,,TRUE,FALSE,,Arqueología sitio/localidad,,,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"González Fernández, Víctor",El desarrollo de sociedades complejas en el valle de Iscalá.,2002,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Botiva, Alvaro",El desarrollo industrial y el patrimonio arqueológico nacional.,1983,,TRUE,FALSE,,Patrimonio,,,,,Política,,FALSE
"Mora, Santiago",El disco: las informaciones arqueológicas.,1997,,TRUE,FALSE,,,,,,,Investigación básica,,FALSE
"Reyes, Margarita","El discurso arqueológico en el Museo Nacional  exposición ""Milenios de diversidad""  una representación e interpretación del pasado.",1999,,FALSE,FALSE,,,,,,Museografía,Divulgación,,FALSE
"Bray, Warwick","El Dorado, the gold of ancient Colombia. An exhibition organized by The Center for Inter-American Relations and the American Federation of Arts.",1979,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,,Orfebrería,Divulgación,,FALSE
"Barriga, Luís & Antonio Panesso (eds)",El Dorado.,1975,,TRUE,FALSE,,,,,,,Investigación básica,,FALSE
"Cárdenas, Felipe",El enmochilado de Chiscas: un caso de momificación en el siglo XVIII d.C. para la antropología física actual.,1990,,TRUE,FALSE,Chiscas,Materiales Arqueológicos,,Cacicazgos,Altiplano Cundiboyacense,Antropología Física,Investigación básica,,FALSE
"Gnecco, Cristóbal",El erotismo de la desnudez arqueológica.,2003,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación basica,,FALSE
"Nieto, Jairo Antonio",El espacio ordenado o una descripción arqueológica y etnográfica de la apropiación de  recursos en el medio río Caquetá.,1988,,FALSE,FALSE,,Arqueología sitio/localidad,Méidote II,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Mora, Santiago & Felipe Cárdenas",El espacio y los más antiguos pueblos colombianos. Presentación. Diversidad es Riqueza.,1992,,TRUE,FALSE,,Síntesis datos,,,,,Divulgación,,FALSE
"Rodríguez, Carlos Armando, Eduardo Forero Lloreda &José Vicente Rodríguez","El estudio de los procesos socioculturales prehispánicos del centro-suroccidente de Colombia y norte del Ecuador, utilizando metodologías transdisciplinarias.",2008,,FALSE,TRUE,,Síntesis datos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Bouchard, Jean François",El formativo final y el desarrollo regional en el litoral Pacífico nor-ecuatorial.,1992,,TRUE,TRUE,,Arqueología sitio/localidad,,Cacicazgos,Costa Pacífica,,Investigación básica,,FALSE
"Castro Sánchez, Ana María.",El género como expresión simbólica. Un estudio iconográfico sobre los tunjos muiscas.,2005,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,,Género,,"Esta lectura de la cultura material, el registro arqueológico y la etnohistoria desde la perspectiva de género se propone ampliar las preguntas que permiten cuestionar la dicotomía mujer/hombre definida principalmente por la representación de genitales y la adjudicación arbitraria de actividades según el género. Luego de definir la perspectiva de género, mediante un modelo analítico estructural de la iconografía se analizan específicamente las figuras antropomorfas o tunjos de la cultura muisca conservadas en las colecciones de orfebrería del Museo del Oro. Se hacen aportes para una crítica al discurso y la práctica arqueológicos que con una visión “naturalista“ del género acepta estereotipos comunes.",FALSE
"Herrera, Leonor; Marianne, Cardale & Warwick, Bray","El hombre y su medio ambiente en Calima (Altos ríos Calima y río grande, cordillera Occidental).",1983,,TRUE,FALSE,Varsovia,Síntesis datos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Langebaek, Carl Henrik",El inicio de una historia. Los primeros pobladores.,2004,,TRUE,FALSE,,Síntesis datos,,Paleoindio,,,Divulgación,,FALSE
"Plazas, Clemencia & Ana María Falchetti",El legendario Zenu,1981,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Groot, Ana María",El macizo andino del sur.,1989,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Cadavid, Gilberto",El macizo central Antioqueño,1989,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Macizo Antioqueño,,Investigación básica,,FALSE
"Herrera, Luisa Fernanda",El manejo del medio ambiente natural por el hombre prehispánico en la Sierra Nevada de Santa Marta.,1987,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Uribe, María Victoria",El manejo del tiempo en arqueología.,1987,,TRUE,FALSE,,Síntesis datos,,,,,Investigación básica,,FALSE
"Morcote, Gaspar; Inés Cavelier; Dany Mahecha; Carlos Eduardo Franky; Gabriel Cabrera",El manejo milenario de las palmas amazónicas: de los recolectores precerámicos a los Nukak.,0,,FALSE,FALSE,Peña Roja,Arqueología sitio/localidad,,,Tierras bajas orientales,,Investigación básica,,FALSE
"Gnecco, Cristóbal","El mapa, el territorio: la arqueología colombiana al final del siglo XX.",1994,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,"Crítica ""procesual"" a la arqueología ""tradicional"".",FALSE
"Drennan, Robert;  Luisa F. Herrera & Fernando, Piñeros",El medioambiente y la ocupación humana,1989,,TRUE,TRUE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Cubillos, Julio César","El Morro de Tulcán (pirámide prehispánica). Arqueología de Popayán, Cauca Colombia.",1959,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Osborn, Ann",El multiculturalismo en los Andes Orientales.,1988,,TRUE,FALSE,,Teoría arqueológica,,,Montaña Santandereana,,Investigación básica,,FALSE
"Legast, Anne & Alberto Cadena",El murcielago en el material arqueológico colombiano.,1986,,TRUE,FALSE,,Síntesis datos,,,,,Investigación básica,,FALSE
"Londoño, Wilhelm",El Museo del Oro: de la evidencia a la invidencia. Notas para la comprensión de los textos arqueológicos.,1999,,FALSE,FALSE,,Materiales Arqueológicos,,,,Museología,Investigación básica,,FALSE
"Escobar, Marcela",El Museo Universitario de la Universidad de Antioquia.,1988,,FALSE,FALSE,,Patrimonio,,,Macizo Antioqueño,,Investigación básica,,FALSE
"Ardila, Gerardo",El norte de América del Sur.,1992,,TRUE,FALSE,,Síntesis datos,,,,,Investigación básica,Poblamiento de América,FALSE
